000248.800,,,0
000259.800,,,0
000310.800,,,0
000321.800,,,0
000332.800,,,0
000343.800,,,0
000534.800,,,0
000545.800,,,0
000556.800,,,0
000607.800,,,0
000618.800,,,0
000629.800,,,0
000640.800,,,0
000651.800,,,0
000702.800,,,0
000713.800,,,0
000724.800,,,0
000735.800,,,0
000746.800,,,0
000757.800,,,0
000808.800,,,0
000819.799,,,0
000830.799,,,0
000841.799,,,0
000852.799,,,0
000903.799,,,0
000914.799,,,0
000925.799,,,0
000936.799,,,0
000947.799,,,0
000958.799,,,0
001009.799,,,0
001020.799,,,0
001031.799,,,0
001042.799,,,0
001053.799,,,0
001104.799,,,0
001115.799,,,0
001126.799,,,0
001137.799,,,0
001148.799,,,0
001159.799,,,0
001210.799,,,0
001221.799,,,0
001232.799,,,0
001243.799,,,0
001254.799,,,0
001305.799,,,0
001316.799,,,0
001327.799,,,0
001338.799,,,0
001349.799,,,0
001400.799,,,0
001411.799,,,0
001422.799,,,0
001433.799,,,0
001444.799,,,0
001455.799,,,0
001506.799,,,0
001517.799,,,0
001528.799,,,0
001539.799,,,0
001550.799,,,0
001601.799,,,0
001612.799,,,0
001623.799,,,0
001634.799,,,0
001645.799,,,0
001656.799,,,0
001707.799,,,0
001718.799,,,0
001729.799,,,0
001740.799,,,0
001751.799,,,0
001802.799,,,0
001813.799,,,0
001824.799,,,0
001835.799,,,0
001846.799,,,0
001857.799,,,0
001908.799,,,0
001919.799,,,0
001930.799,,,0
001941.799,,,0
001952.799,,,0
002003.799,,,0
002014.799,,,0
002025.799,,,0
002036.799,,,0
002047.799,,,0
002058.799,,,0
002109.799,,,0
002120.799,,,0
002131.799,,,0
002142.799,,,0
002153.799,,,0
002204.799,,,0
002215.799,,,0
002226.799,,,0
002237.799,,,0
002248.799,,,0
002259.799,,,0
002310.799,,,0
002321.799,,,0
002332.799,,,0
002343.799,,,0
002354.799,,,0
002405.799,,,0
002416.799,,,0
002427.799,,,0
002438.799,,,0
002449.799,,,0
002500.799,,,0
002511.799,,,0
002522.799,,,0
002533.799,,,0
002544.799,,,0
002555.799,,,0
002606.799,,,0
002617.799,,,0
002628.799,,,0
002639.799,,,0
002650.799,,,0
002701.799,,,0
002712.799,,,0
002723.799,,,0
002734.799,,,0
002745.799,,,0
002756.799,,,0
002807.799,,,0
002818.799,,,0
002829.799,,,0
002840.799,,,0
002851.799,,,0
002902.799,,,0
002913.799,,,0
002924.799,,,0
002935.799,,,0
002946.799,,,0
002957.799,,,0
003008.799,,,0
003019.799,,,0
003030.799,,,0
003041.799,,,0
003052.799,,,0
003103.799,,,0
003114.799,,,0
003125.799,,,0
003136.799,,,0
003147.799,,,0
003158.799,,,0
003209.799,,,0
003220.799,,,0
003231.799,,,0
003242.799,,,0
003253.799,,,0
003304.799,,,0
003315.799,,,0
003326.799,,,0
003337.799,,,0
003348.799,,,0
003359.800,,,0
003410.800,,,0
003421.800,,,0
003432.800,,,0
003443.800,,,0
003454.800,,,0
003505.800,,,0
003516.800,,,0
003527.800,,,0
003538.800,,,0
003549.800,,,0
003600.800,,,0
003611.800,,,0
003622.800,,,0
003633.800,,,0
003644.800,,,0
003655.800,,,0
003706.800,,,0
003717.800,,,0
003728.800,,,0
003739.800,,,0
003750.800,,,0
003801.800,,,0
003812.800,,,0
003823.800,,,0
003834.800,,,0
003845.800,,,0
003856.800,,,0
003907.800,,,0
003918.800,,,0
003929.800,,,0
003940.800,,,0
003951.800,,,0
004002.800,,,0
004013.800,,,0
004024.800,,,0
004035.800,,,0
004046.800,,,0
004057.800,,,0
004108.800,,,0
004119.800,,,0
004130.800,,,0
004141.800,,,0
004152.800,,,0
004203.800,,,0
004214.800,,,0
004225.800,,,0
004236.800,,,0
004247.800,,,0
004258.800,,,0
004309.800,,,0
004320.800,,,0
004331.800,,,0
004342.800,,,0
004353.800,,,0
004404.800,,,0
004415.800,,,0
235949.799,,,0
000000.800,,,0
000011.800,,,0
000022.799,,,0
000033.799,,,0
000044.799,,,0
000055.799,,,0
000106.799,,,0
000117.799,,,0
000128.799,,,0
000139.799,,,0
000150.800,,,0
000201.800,,,0
000212.800,,,0
000223.800,,,0
000234.800,,,0
000245.800,,,0
000256.800,,,0
000307.800,,,0
000318.800,,,0
000329.800,,,0
000340.800,,,0
000351.800,,,0
000402.800,,,0
000413.800,,,0
000424.800,,,0
000435.800,,,0
000446.800,,,0
000457.800,,,0
000508.800,,,0
000519.800,,,0
000530.800,,,0
000541.800,,,0
000552.800,,,0
000603.800,,,0
000614.800,,,0
000625.800,,,0
000636.800,,,0
000647.800,,,0
000658.800,,,0
000709.800,,,0
000720.800,,,0
000731.800,,,0
000742.800,,,0
000753.800,,,0
